CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM,optype
Union,6101,College Achieve Central,4380526,339,12922,10,7338348,592,12392,8,O. Charter,OCharter,
Union,6102,Cresthaven Academy,N.R.,N.R.,N.R.,,1739827,75,23198,84,O. Charter,OCharter,
Union,7600,Queen City Academy Cs,5839024,323,18094,60,4987575,322,15470,29,O. Charter,OCharter,
Union,8010,Union County Teams Cs,5239475,378,13876,16,5443648,386,14121,15,O. Charter,OCharter,
Warren,30,Allamuchy Twp,10628855,594,17896,13,11151936,570,19581,19,"J. K-12|K-8,401-750",JK-12K-8401-750,
Warren,70,Alpha Boro,5681989,298,19070,19,5763245,288,19994,20,"I. K-12|K-8,0-400",IK-12K-80-400,
Warren,280,Belvidere Town,13406907,751,17865,11,13897163,737,18850,15,"L. K-12|K-12,0-1800",LK-12K-120-1800,
Warren,400,Blairstown Twp,9518126,510,18650,23,10291281,486,21162,32,A. K-6|K-6,AK-6K-6,
Warren,1620,Franklin Twp,5642145,228,24770,53,5766085,220,26168,53,A. K-6|K-6,AK-6K-6,
Warren,1670,Frelinghuysen Twp,2889096,158,18290,19,2942799,149,19697,22,A. K-6|K-6,AK-6K-6,
Warren,1785,Great Meadows Regional,21997446,1108,19853,32,21940353,1096,20023,26,"J. K-12|K-8,401-750",JK-12K-8401-750,
Warren,1840,Greenwich Twp,19185718,1130,16979,4,22285133,1109,20089,27,"J. K-12|K-8,401-750",JK-12K-8401-750,
Warren,1870,Hackettstown,33566183,1945,17256,15,36381504,1943,18722,19,"M. K-12|K-12,1800-3500",MK-12K-121800-3500,
Warren,2040,Harmony Twp,6996338,361,19382,25,7921183,353,22461,38,"I. K-12|K-8,0-400",IK-12K-80-400,
Warren,2250,Hope Twp,5091782,243,20966,32,5303901,227,23361,44,"I. K-12|K-8,0-400",IK-12K-80-400,
Warren,2470,Knowlton Twp,4542681,202,22544,43,4597039,195,23630,43,A. K-6|K-6,AK-6K-6,
Warren,2790,Lopatcong Twp,19655936,1223,16072,7,18417974,1174,15684,5,"K. K-12|K-8,751+",KK-12K-8751plus,
Warren,2970,Mansfield Twp,11327942,687,16499,7,11441839,643,17785,10,A. K-6|K-6,AK-6K-6,
Warren,3675,North Warren Regional,18268182,904,20207,8,18740771,892,21013,9,"F. G7-12|7-12,9-12",FG7-127-129-12,
Warren,3890,Oxford Twp,7723158,399,19373,24,8181457,393,20801,28,"I. K-12|K-8,0-400",IK-12K-80-400,
Warren,4100,Phillipsburg Town,89240276,3899,22886,82,93365847,3918,23828,83,"N. K-12|K-12,3500+",NK-12K-123500plus,
Warren,4200,Pohatcong Twp,9108396,433,21032,35,8615229,427,20202,22,"I. K-12|K-8,0-400",IK-12K-80-400,
Warren,5450,Warren Co Special Service,1695109,32,52471,2,2199036,27,83139,7,P. CSSD,PCSSD,
Warren,5460,Warren County Vocational,12033040,474,25393,15,10984191,449,24489,10,Q. County Voc,QCountyVoc,
Warren,5465,Warren Hills Regional,40744348,1910,21335,15,43584506,1890,23058,18,"F. G7-12|7-12,9-12",FG7-127-129-12,
Warren,5480,Washington Boro,8704473,550,15817,3,9094562,508,17903,11,A. K-6|K-6,AK-6K-6,
Warren,5530,Washington Twp,9977850,485,20586,34,9988480,469,21291,34,A. K-6|K-6,AK-6K-6,
Warren,5780,White Twp,10119486,453,22327,43,10382742,436,23795,48,"I. K-12|K-8,0-400",IK-12K-80-400,
Warren,7727,Ridge And Valley Cs,1935727,108,17957,57,2050322,125,16416,38,O. Charter,OCharter,
